bedrooms,bathrooms,sqft_living,lat,long
3,2.5,1778,47.6811,-121.915
3,3.0,4120,47.6804,-121.913
3,1.0,1020,47.4974,-122.169
3,1.5,1610,47.5017,-122.174
3,1.0,1160,47.5015,-122.173
3,2.5,2070,47.7696,-122.036
3,2.5,2790,47.7687,-122.036
5,2.5,4340,47.5384,-122.276
3,1.0,1020,47.5121,-122.17
3,1.0,990,47.5104,-122.171
3,1.0,1300,47.511,-122.172
3,1.75,1970,47.5107,-122.172
4,3.0,3130,47.6811,-122.283
3,1.75,1520,47.68,-122.284
2,1.0,1040,47.6774,-122.284
4,2.25,1950,47.6909,-122.301
4,2.25,2440,47.6932,-122.3
4,2.75,2560,47.686,-122.297
2,1.5,1290,47.6878,-122.29
3,1.0,1050,47.6897,-122.285
2,1.0,1150,47.6894,-122.284
3,1.75,1840,47.6899,-122.283
3,2.25,2400,47.6901,-122.282
4,1.0,1360,47.6878,-122.285
3,1.0,1100,47.6883,-122.282
3,1.0,1240,47.6755,-122.367
2,1.0,960,47.6755,-122.367
3,1.75,1470,47.6755,-122.369
2,1.75,1530,47.6755,-122.37
3,1.75,1650,47.6743,-122.371
2,1.0,980,47.6744,-122.369
4,2.5,2740,47.674,-122.371
3,1.75,2080,47.6717,-122.356
3,1.0,1500,47.6718,-122.359
3,2.0,2500,47.6691,-122.36
2,1.0,870,47.6698,-122.361
4,2.5,2020,47.6885,-122.376
4,2.0,1540,47.6886,-122.375
4,1.75,2330,47.6823,-122.368
4,1.75,2440,47.6823,-122.371
2,1.75,1760,47.682,-122.372
2,2.0,1300,47.6831,-122.373
2,1.0,910,47.683,-122.374
4,1.75,2000,47.6816,-122.374
1,1.0,580,47.6829,-122.375
5,2.5,2720,47.6827,-122.376
3,1.75,1840,47.6808,-122.376
3,2.25,1130,47.6799,-122.375
3,3.5,2670,47.6813,-122.372
3,1.75,1620,47.681,-122.372
2,1.0,840,47.6803,-122.371
3,1.0,1150,47.6805,-122.369
4,3.0,2820,47.6813,-122.367
3,1.75,2000,47.6805,-122.366
3,2.5,2220,47.6963,-122.393
4,3.5,2600,47.6948,-122.395
3,1.5,1620,47.6948,-122.394
2,1.0,1160,47.6865,-122.399
3,1.75,2000,47.6859,-122.399
3,2.0,2540,47.6838,-122.4
3,2.5,2600,47.6833,-122.4
4,2.75,4510,47.6852,-122.4
2,1.5,1130,47.6684,-122.363
2,1.5,1400,47.6681,-122.362
3,2.5,1150,47.6684,-122.365
4,3.0,3520,47.6678,-122.361
3,2.0,1750,47.6667,-122.361
4,2.0,1640,47.6662,-122.365
3,1.75,1730,47.6662,-122.364
5,4.0,3400,47.6655,-122.363
3,1.5,1840,47.6652,-122.362
2,2.25,1200,47.6715,-122.392
2,2.25,1360,47.6714,-122.392
3,3.25,1370,47.6704,-122.391
3,2.5,1300,47.6704,-122.391
2,1.5,1320,47.6704,-122.39
3,2.0,1250,47.6705,-122.39
3,2.25,1750,47.6722,-122.391
2,1.0,1500,47.661,-122.338
4,3.5,2970,47.6772,-122.399
4,3.0,3370,47.6773,-122.403
2,2.25,2460,47.6792,-122.404
4,1.75,2930,47.6765,-122.404
3,2.25,2930,47.6763,-122.404
4,1.5,2010,47.311,-122.227
4,2.75,2420,47.3109,-122.229
3,1.0,1480,47.7775,-122.336
3,2.5,2540,47.6037,-122.043
3,2.5,3190,47.6027,-122.043
3,1.75,2150,47.6629,-122.329
5,3.0,2870,47.6621,-122.33
4,1.5,1800,47.6605,-122.331
4,1.0,1980,47.6606,-122.331
2,1.5,1170,47.6607,-122.333
2,1.5,1140,47.6608,-122.333
4,1.0,1640,47.6601,-122.332
3,3.25,1980,47.6597,-122.331
3,2.5,1430,47.6601,-122.331
4,1.75,1740,47.5758,-122.382
3,2.0,2520,47.5767,-122.383
4,2.0,2530,47.5778,-122.382
3,1.0,1820,47.5773,-122.383
4,2.5,2230,47.589,-122.156
4,2.75,2420,47.72,-122.236
3,2.5,2920,47.531,-122.204
3,3.5,4410,47.5283,-122.205
3,2.75,2670,47.5299,-122.203
3,1.75,1890,47.2568,-122.07
3,2.25,1980,47.7753,-122.359
3,2.75,3176,47.3429,-122.33
3,2.5,3160,47.3401,-121.946
2,1.5,1040,47.4222,-122.443
3,1.0,1210,47.4208,-122.445
2,1.0,820,47.4261,-122.199
4,2.75,2330,47.4193,-122.194
3,1.75,1400,47.4233,-122.198
2,1.0,740,47.4217,-122.197
4,2.5,2155,47.4204,-122.201
2,1.0,720,47.422,-122.066
4,3.0,2620,47.4239,-122.068
3,2.0,2400,47.4166,-121.94
3,2.0,1730,47.4164,-121.951
3,2.5,3310,47.4167,-121.936
3,2.5,2150,47.4178,-121.937
2,1.0,1610,47.5095,-122.313
4,2.25,2420,47.5907,-122.196
3,1.75,1640,47.5975,-122.196
4,3.5,4280,47.5979,-122.197
4,1.75,1900,47.5933,-122.195
4,1.75,2780,47.595,-122.203
4,2.5,3450,47.5969,-122.206
4,3.5,3830,47.599,-122.197
4,3.25,4400,47.5927,-122.064
4,4.0,4550,47.5964,-122.077
2,1.0,1240,47.597,-122.059
4,2.5,2450,47.5887,-122.064
4,2.0,3380,47.5936,-122.077
3,1.5,1180,47.6845,-122.315
3,2.5,2320,47.6847,-122.064
5,2.25,2710,47.7642,-122.195
3,1.75,1890,47.7663,-122.201
4,1.75,1650,47.7721,-122.206
4,1.75,1650,47.7721,-122.206
3,1.75,1260,47.7664,-122.201
2,1.0,720,47.7001,-122.362
2,2.5,1270,47.701,-122.362
3,1.75,1370,47.6982,-122.362
3,2.75,2300,47.3293,-122.306
1,2.25,2060,47.3291,-122.304
3,2.5,2420,47.3264,-122.308
3,2.0,1680,47.3255,-122.305
3,1.0,1250,47.3255,-122.304
3,2.0,1540,47.3539,-122.025
4,2.5,2230,47.3533,-122.023
4,2.5,2220,47.3541,-122.024
5,2.5,2070,47.3539,-122.024
3,2.5,1580,47.3539,-122.025
5,2.5,2090,47.3538,-122.025
4,2.0,2630,47.639,-122.219
2,1.0,1440,47.6901,-122.382
2,1.0,800,47.6895,-122.382
3,1.5,1380,47.6889,-122.38
2,1.0,980,47.687,-122.381
3,1.0,1800,47.6876,-122.38
3,1.0,1670,47.6878,-122.38
3,1.75,2040,47.6885,-122.38
3,2.0,1760,47.6876,-122.381
2,1.0,780,47.7356,-122.34
3,1.0,1180,47.505,-122.259
3,3.75,1950,47.505,-122.258
3,1.75,1660,47.2559,-122.007
3,2.5,2390,47.726,-122.194
2,1.0,1570,47.5955,-122.294
2,2.5,2330,47.5953,-122.294
3,2.5,1639,47.5924,-122.294
2,1.5,820,47.5925,-122.295
2,1.5,980,47.5925,-122.295
2,1.0,780,47.5924,-122.295
2,1.5,940,47.5925,-122.295
2,2.0,920,47.5926,-122.295
4,2.5,2100,47.5928,-122.295
3,2.5,1495,47.593,-122.295
4,2.0,1490,47.5949,-122.296
3,3.0,1260,47.5943,-122.296
3,3.0,1320,47.5942,-122.296
3,2.25,1970,47.6703,-122.41
2,1.75,1550,47.6712,-122.409
3,1.5,1620,47.7014,-122.381
2,1.0,1560,47.7006,-122.386
3,2.5,2550,47.6992,-122.387
3,1.75,1750,47.6995,-122.383
4,2.0,2060,47.6992,-122.379
4,2.25,2530,47.6985,-122.382
3,1.5,1430,47.6988,-122.387
3,1.75,2280,47.6985,-122.387
3,2.5,2680,47.6538,-122.393
4,1.75,2700,47.6539,-122.395
4,2.0,1990,47.6515,-122.397
2,1.5,1990,47.6521,-122.398
2,1.0,1020,47.5828,-122.395
4,3.75,3610,47.6992,-122.385
3,2.5,2430,47.3718,-122.168
4,3.25,4240,47.3241,-122.378
3,2.5,3240,47.3256,-122.378
3,2.75,3580,47.3244,-122.379
2,1.75,2040,47.3979,-122.465
3,1.75,1460,47.5768,-122.307
3,1.5,2030,47.5586,-122.311
3,1.5,2040,47.5218,-122.286
5,3.5,2420,47.5241,-122.285
3,1.75,1180,47.5226,-122.284
3,1.0,950,47.5232,-122.284
2,1.0,1430,47.5233,-122.284
3,2.75,2030,47.5413,-122.299
3,1.0,1900,47.4147,-122.337
3,2.0,1770,47.415,-122.337
3,3.0,4230,47.4176,-122.343
2,1.0,820,47.4163,-122.34
3,1.75,1410,47.4181,-122.339
4,3.25,4400,47.1593,-121.957
4,2.0,2030,47.1647,-121.973
3,2.5,2350,47.1622,-121.971
3,2.5,2880,47.2485,-122.101
2,1.0,2360,47.2495,-121.97
3,1.5,1800,47.333,-122.345
4,3.5,2700,47.333,-122.098
3,2.5,1720,47.3391,-122.093
3,1.5,1090,47.3425,-122.082
2,1.75,1180,47.3329,-122.091
4,1.5,1200,47.3423,-122.088
6,2.5,3370,47.4223,-122.343
3,2.5,5403,47.4169,-122.348
5,1.5,1830,47.4218,-122.218
4,1.0,1540,47.4163,-122.22
3,2.0,1700,47.4164,-122.092
4,2.5,2040,47.4193,-121.958
3,2.75,2440,47.7672,-122.161
3,1.75,1950,47.7685,-122.162
2,2.0,1440,47.7648,-122.159
2,2.25,2770,47.5098,-122.474
3,2.0,2610,47.5063,-122.346
3,1.0,910,47.5065,-122.338
3,1.0,1000,47.5118,-122.348
2,0.75,550,47.511,-122.348
3,1.75,1550,47.5093,-122.345
3,2.5,1680,47.5051,-122.344
3,2.0,1030,47.5113,-122.347
4,3.25,3190,47.5033,-122.225
3,1.0,1520,47.5081,-122.093
4,4.0,4130,47.5968,-122.083
4,3.5,5370,47.6003,-122.076
3,1.75,2570,47.596,-122.08
4,3.25,7000,47.5928,-122.086
3,2.5,2930,47.7234,-122.066
4,3.0,2420,47.7267,-122.063
4,2.75,3370,47.7309,-122.058
5,4.5,4820,47.7295,-122.057
4,2.0,3390,47.7222,-122.056
4,3.25,4060,47.7213,-122.055
3,3.25,3730,47.7246,-122.059
4,3.5,3760,47.7255,-122.059
3,3.5,3460,47.7262,-122.06
3,3.0,4040,47.7268,-122.06
3,2.0,2060,47.6798,-122.352
3,2.0,1590,47.6864,-122.341
2,1.0,1030,47.686,-122.341
3,1.0,1530,47.6857,-122.341
2,1.0,950,47.6885,-122.337
2,1.0,890,47.6876,-122.341
3,1.0,1140,47.6897,-122.337
4,2.0,1820,47.6878,-122.342
3,2.25,1300,47.6871,-122.339
5,4.0,4230,47.6803,-122.214
4,2.25,4370,47.6878,-122.215
3,2.25,2570,47.6854,-122.079
3,2.0,1540,47.721,-122.078
4,2.5,2280,47.7237,-122.076
2,1.0,720,47.7641,-122.341
4,1.75,2360,47.7635,-122.335
4,2.5,2620,47.7642,-122.335
3,2.5,2830,47.7744,-122.224
3,1.75,1010,47.77,-122.207
4,2.0,2220,47.7759,-122.214
5,2.5,3090,47.7709,-122.212
3,3.5,3200,47.7636,-122.216
3,2.5,2160,47.7273,-122.083
10,5.25,4590,47.5861,-122.113
4,2.75,2400,47.5861,-122.112
5,2.5,3240,47.5858,-122.112
3,2.75,2800,47.5862,-122.202
4,2.75,3020,47.5866,-122.201
4,3.25,3070,47.5862,-122.198
4,2.0,1780,47.5849,-122.198
4,2.75,3430,47.5879,-121.993
4,2.75,3010,47.5895,-121.994
4,2.5,3070,47.5902,-121.988
4,2.75,3190,47.5903,-121.988
4,2.75,3190,47.5898,-121.989
4,3.5,3320,47.592,-121.989
4,2.5,2850,47.5835,-121.996
4,2.5,2510,47.5834,-122.003
4,2.25,2380,47.5834,-122.001
4,2.5,2233,47.2599,-122.256
3,2.5,1750,47.2589,-122.256
4,2.5,1660,47.259,-122.256
4,3.25,4330,47.6009,-122.011
4,4.25,5020,47.6008,-122.01
4,4.75,4790,47.603,-122.012
4,2.5,3720,47.6085,-122.013
4,2.5,2740,47.6123,-122.006
4,3.5,4640,47.5524,-122.078
4,3.5,3930,47.5528,-122.076
3,2.5,2880,47.6281,-122.216
2,1.75,1740,47.5994,-122.287
3,1.5,1320,47.5009,-122.143
4,2.25,2160,47.7595,-122.356
4,1.75,1920,47.5683,-122.177
4,1.75,1920,47.5683,-122.177
3,2.75,1800,47.5679,-122.178
3,1.75,1110,47.5676,-122.177
3,1.75,1610,47.5966,-122.144
5,2.5,1710,47.5922,-122.146
4,2.0,1770,47.5916,-122.146
4,3.25,3950,47.5877,-122.196
3,1.0,1520,47.5872,-122.196
4,3.25,3980,47.5873,-122.196
3,1.5,1820,47.5886,-122.195
5,4.25,3920,47.5871,-122.192
3,2.25,2380,47.5873,-122.193
3,1.0,1060,47.5941,-122.142
3,2.5,1650,47.4328,-122.196
3,2.5,1650,47.4328,-122.196
3,2.5,1770,47.4325,-122.197
2,2.5,1280,47.4336,-122.195
3,1.75,1550,47.4331,-122.195
4,3.0,3590,47.2846,-122.341
3,2.5,2850,47.2848,-122.345
4,2.5,3100,47.3785,-122.023
3,3.0,4610,47.5854,-122.292
3,2.0,2300,47.6075,-122.2
8,6.0,4340,47.6316,-122.202
4,1.75,2520,47.6317,-122.205
3,1.75,1930,47.6313,-122.204
5,2.0,2030,47.6297,-122.114
4,2.25,2080,47.6264,-122.113
4,2.25,2130,47.6271,-122.112
4,3.0,1780,47.627,-122.114
4,2.5,3220,47.626,-122.12
4,2.25,2410,47.626,-122.119
3,1.75,1600,47.6293,-122.121
4,2.25,1890,47.6342,-122.117
4,2.25,1890,47.6338,-122.117
7,2.25,3260,47.6336,-122.115
3,1.75,1670,47.6344,-122.116
5,2.0,3930,47.6317,-122.114
4,2.25,3220,47.6381,-122.116
4,2.25,1650,47.6384,-122.116
4,2.25,2060,47.6378,-122.117
3,2.0,2240,47.6371,-122.119
6,2.75,3610,47.6261,-122.125
4,2.0,2030,47.6658,-122.149
5,2.25,2460,47.6651,-122.15
4,3.5,3820,47.6005,-122.199
5,2.5,2550,47.6336,-122.192
4,2.5,2370,47.6336,-122.192
3,2.25,3740,47.6354,-122.196
4,1.75,2160,47.6378,-122.185
3,2.25,2260,47.6386,-122.183
1,1.25,1100,47.6228,-122.307
3,2.5,1990,47.7347,-122.226
3,1.0,950,47.7263,-122.3
3,2.5,1700,47.3826,-122.028
3,2.25,1650,47.3826,-122.027
3,2.25,2020,47.3828,-122.023
4,2.75,2170,47.3814,-122.024
3,2.75,2170,47.3812,-122.023
3,2.5,1660,47.3812,-122.029
3,2.5,1700,47.3798,-122.025
4,2.5,2180,47.3775,-122.022
3,2.5,1740,47.3777,-122.023
3,2.5,1740,47.3777,-122.023
3,1.5,1250,47.6245,-122.198
4,2.75,2720,47.7181,-122.089
4,3.5,2650,47.5381,-122.046
4,3.5,2650,47.5377,-122.046
3,1.75,2040,47.5923,-122.197
4,4.5,4490,47.5544,-122.147
5,3.5,4800,47.5543,-122.148
2,1.0,1390,47.6696,-122.267
4,2.5,3030,47.6695,-122.266
3,2.75,1710,47.6693,-122.267
5,3.25,5790,47.5388,-122.114
5,3.25,5790,47.538,-122.114
5,3.5,4410,47.5382,-122.111
2,2.0,870,47.5354,-122.278
3,1.75,3320,47.2407,-121.953
5,4.5,4850,47.3181,-122.344
3,2.5,3240,47.327,-122.094
4,3.0,3230,47.4141,-122.47
2,1.0,990,47.4145,-122.463
2,2.5,2110,47.4137,-122.212
6,4.5,4520,47.407,-122.216
3,1.0,1430,47.4075,-122.214
3,2.5,2090,47.4084,-122.213
3,1.75,1600,47.4129,-122.08
4,3.25,3770,47.414,-122.087
3,2.5,2080,47.4032,-121.963
3,1.75,1810,47.4109,-121.958
3,2.75,2780,47.6569,-122.286
3,1.75,1560,47.5023,-122.467
2,1.0,1500,47.5027,-122.348
3,1.0,1700,47.4899,-122.337
3,1.0,1700,47.4899,-122.337
4,1.0,1460,47.5006,-122.351
3,1.0,880,47.4949,-122.338
3,1.75,1250,47.5016,-122.348
2,1.75,1660,47.4899,-122.339
3,1.0,1070,47.5015,-122.349
2,1.0,1170,47.497,-122.346
3,1.5,1490,47.4973,-122.347
3,2.25,1630,47.5,-122.347
3,1.0,1130,47.4952,-122.34
4,1.75,1490,47.4991,-122.345
2,1.0,810,47.489,-122.337
4,1.0,2050,47.4916,-122.224
2,1.0,1440,47.4916,-122.082
5,2.75,3000,47.497,-122.088
4,2.5,2550,47.4913,-122.081
2,2.0,2370,47.5007,-122.088
3,2.0,1550,47.4855,-121.698
3,2.5,2075,47.4848,-121.698
3,2.0,1840,47.4853,-121.709
1,1.25,1810,47.5814,-122.081
3,2.5,2780,47.5844,-122.081
3,2.25,2180,47.6723,-122.082
3,1.75,2220,47.6624,-121.951
3,2.0,1750,47.7489,-122.35
3,1.0,1810,47.7493,-122.351
3,1.0,1810,47.7493,-122.351
3,1.0,1020,47.7503,-122.348
4,1.75,2320,47.7574,-122.343
5,2.5,2180,47.7543,-122.341
3,1.75,1660,47.7512,-122.342
5,3.0,2530,47.7546,-122.341
1,1.0,920,47.761,-122.214
3,2.0,3000,47.7599,-122.214
3,2.25,1580,47.7599,-122.215
3,1.75,1970,47.7603,-122.215
3,2.5,2180,47.754,-122.215
2,1.0,990,47.5919,-122.297
2,1.5,800,47.5917,-122.297
4,2.5,2156,47.3591,-122.201
4,2.5,1785,47.3582,-122.2
2,1.0,790,47.7634,-122.284
3,2.25,1920,47.412,-122.195
3,1.5,1120,47.4105,-122.194
3,2.5,1440,47.4042,-122.194
3,2.25,1420,47.4046,-122.194
3,2.5,1730,47.4029,-122.196
3,2.5,1920,47.4095,-122.195
4,2.5,1810,47.4088,-122.192
4,1.0,1900,47.4406,-122.196
4,1.0,1860,47.4406,-122.194
3,1.5,1460,47.4402,-122.195
3,2.0,1230,47.438,-122.179
3,2.0,2480,47.6759,-122.114
1,0.75,480,47.4982,-122.362
5,2.75,4450,47.7336,-122.21
5,3.5,4495,47.7339,-122.209
5,3.5,4890,47.7338,-122.208
2,1.0,1070,47.7315,-122.357
1,1.0,1110,47.7322,-122.359
2,1.0,930,47.7091,-122.292
3,1.0,1350,47.7098,-122.291
4,2.5,2650,47.7113,-122.296
4,1.5,2700,47.1996,-122.003
3,1.5,1670,47.2004,-122.003
4,2.0,1570,47.7573,-122.217
3,1.75,1760,47.3664,-122.1
3,1.75,1270,47.737,-122.225
3,3.5,1500,47.7034,-122.362
5,1.5,2830,47.5132,-122.262
2,2.0,2100,47.72,-121.402
3,2.75,2600,47.7185,-121.405
3,1.75,1790,47.7179,-121.403
3,1.5,1180,47.488,-121.787
3,2.25,2750,47.6163,-122.068
3,1.75,1410,47.7077,-121.914
3,1.75,1440,47.7078,-121.915
3,1.75,1480,47.6966,-122.35
3,1.75,1480,47.6969,-122.35
3,1.25,2350,47.5979,-122.135
2,1.0,1170,47.5033,-122.331
3,1.0,1080,47.5045,-122.33
3,1.0,1080,47.5045,-122.33
2,1.0,760,47.5045,-122.329
2,1.0,840,47.5033,-122.329
3,1.0,1020,47.5042,-122.329
3,1.0,1740,47.5049,-122.329
3,1.0,1710,47.506,-122.331
3,1.0,1200,47.5095,-122.331
2,1.0,780,47.5099,-122.33
2,1.0,970,47.5102,-122.33
4,1.0,1210,47.5008,-122.333
3,1.75,1330,47.5102,-122.324
2,2.75,2820,47.5102,-122.324
2,1.0,2060,47.509,-122.324
3,1.75,2150,47.5061,-122.324
2,1.75,1300,47.4989,-122.329
4,1.75,1950,47.4999,-122.327
3,1.0,1730,47.5024,-122.332
3,1.0,1310,47.5008,-122.332
4,1.75,1870,47.7012,-122.187
3,1.5,1200,47.4545,-122.187
3,1.75,1890,47.3357,-122.175
3,2.5,3020,47.3361,-122.175
3,2.5,2710,47.3357,-122.171
3,2.5,2070,47.3357,-122.172
5,3.0,2110,47.3599,-122.176
3,2.0,1390,47.3581,-122.173
4,2.5,3040,47.7247,-121.959
4,2.25,2130,47.7237,-121.959
4,2.5,2230,47.7245,-121.957
4,2.5,2495,47.7243,-121.957
4,2.5,2120,47.7241,-121.957
3,2.5,2040,47.6334,-122.35
2,1.75,1560,47.6347,-122.355
6,1.0,1730,47.6342,-122.353
4,1.5,2740,47.6343,-122.352
3,1.0,1630,47.6351,-122.352
3,2.0,2590,47.635,-122.353
2,1.0,1100,47.6352,-122.352
3,1.5,1980,47.6364,-122.351
3,2.5,2460,47.6364,-122.351
2,2.0,1830,47.6359,-122.351
5,2.0,3370,47.6373,-122.35
5,2.5,2810,47.6367,-122.35
3,1.5,1660,47.6368,-122.351
3,1.5,1140,47.6368,-122.354
4,1.0,1150,47.6368,-122.355
3,2.0,1140,47.637,-122.355
4,1.75,2410,47.6369,-122.355
3,1.0,1180,47.6376,-122.353
3,2.5,2130,47.6389,-122.349
3,2.0,1720,47.6384,-122.35
2,1.0,1100,47.6388,-122.35
3,1.5,1890,47.6312,-122.353
3,1.0,1130,47.7132,-122.283
4,2.5,1930,47.3921,-122.163
2,2.5,1240,47.3241,-122.322
3,3.25,1860,47.7185,-122.313
4,3.0,2710,47.2411,-121.932
3,2.25,2040,47.2328,-121.945
4,2.5,2420,47.3221,-122.322
3,1.5,1380,47.3204,-122.322
3,2.5,3290,47.3154,-122.079
4,3.5,3720,47.3216,-121.94
3,2.5,2260,47.4096,-122.449
3,2.5,2120,47.4089,-122.459
3,2.0,2410,47.4154,-122.458
6,4.5,2810,47.4045,-122.197
2,1.0,880,47.4115,-122.197
4,1.0,1730,47.4135,-122.199
3,2.75,2660,47.4127,-122.071
4,2.5,1620,47.4014,-122.069
4,4.75,5230,47.4097,-122.063
3,3.25,3660,47.4087,-122.062
3,1.5,1250,47.4056,-121.955
3,2.25,3650,47.5949,-122.291
4,1.0,1300,47.5029,-122.188
6,3.0,1880,47.5029,-122.188
5,4.0,4460,47.4992,-122.06
4,2.5,2660,47.4969,-122.06
5,3.5,4180,47.5873,-122.202
4,2.0,2850,47.5892,-122.203
4,2.25,2290,47.5878,-122.202
4,1.75,2150,47.5828,-122.197
3,1.75,1640,47.5873,-122.205
3,3.5,2600,47.582,-122.194
3,2.25,2370,47.5827,-122.197
5,4.0,5840,47.5835,-122.202
4,3.5,3720,47.5885,-122.199
5,3.75,3530,47.5761,-122.205
3,2.25,2290,47.5874,-122.074
4,2.0,2000,47.5851,-122.072
4,2.25,2720,47.5851,-122.073
4,1.75,1760,47.5882,-122.07
4,1.75,2085,47.5753,-121.95
5,3.0,4090,47.6627,-122.188
3,2.75,2980,47.674,-122.196
5,2.25,3100,47.6624,-122.062
3,2.5,2650,47.668,-122.063
3,2.75,2990,47.662,-121.944
3,1.75,1300,47.5457,-122.383
4,2.0,1580,47.5454,-122.383
5,1.0,2170,47.7555,-122.204
4,3.0,3280,47.7509,-122.056
3,2.0,2100,47.7479,-122.062
3,2.25,2080,47.7506,-122.063
4,2.75,2030,47.752,-122.073
3,2.25,2990,47.754,-121.942
3,2.0,1400,47.7576,-121.934
4,2.5,2330,47.3934,-122.184
5,3.0,2020,47.5482,-122.294
2,1.5,1090,47.7235,-122.352
3,1.5,1270,47.7236,-122.353
3,1.5,1240,47.7235,-122.353
3,2.5,1490,47.7236,-122.353
2,1.0,1020,47.301,-122.226
3,1.0,960,47.3091,-122.006
3,1.75,1500,47.3095,-122.002
4,2.5,1904,47.3107,-122.001
3,1.0,1050,47.3106,-121.999
2,1.0,880,47.3107,-121.999
5,2.5,2200,47.3073,-122.006
4,2.5,2670,47.4876,-122.146
4,2.75,3110,47.4865,-122.143
3,1.75,1850,47.4837,-122.148
3,1.0,1330,47.2053,-121.993
5,5.5,7050,47.6229,-122.22
5,2.5,4600,47.623,-122.218
6,2.5,3010,47.7209,-122.372
4,3.5,3840,47.615,-121.954
4,4.25,4700,47.6882,-122.214
4,2.5,2910,47.6906,-122.213
4,2.5,3560,47.6903,-122.213
3,2.5,1740,47.525,-122.366
1,1.0,500,47.5252,-122.362
4,2.25,2460,47.6042,-122.147
4,1.0,1120,47.7055,-122.372
3,2.0,1650,47.7053,-122.374
3,1.75,2270,47.7057,-122.374
3,2.0,2250,47.7077,-122.378
4,2.5,2600,47.7076,-122.377
3,2.5,3480,47.7047,-122.378
3,1.75,1660,47.7045,-122.379
4,3.5,3180,47.7058,-122.379
3,3.0,3450,47.7067,-122.38
3,1.5,2480,47.7018,-122.381
3,1.0,2040,47.7028,-122.385
3,2.75,2710,47.7039,-122.385
3,2.5,1560,47.4909,-122.154
3,2.5,1260,47.4908,-122.154
2,2.5,1310,47.4911,-122.154
2,1.0,720,47.6534,-122.404
2,2.0,1370,47.652,-122.404
2,1.5,1350,47.6511,-122.405
3,1.0,1470,47.6517,-122.406
4,2.75,3160,47.6513,-122.406
3,1.75,1800,47.6514,-122.407
4,2.25,1910,47.6534,-122.409
3,3.5,3020,47.651,-122.409
2,2.5,1160,47.5264,-122.366
3,2.0,1230,47.526,-122.361
3,2.0,1260,47.5262,-122.361
3,2.5,1610,47.5257,-122.361
3,1.75,1260,47.5261,-122.361
2,2.0,1290,47.5346,-122.291
2,1.0,700,47.5348,-122.295
3,1.75,1650,47.6638,-122.319
3,2.25,1640,47.6636,-122.319
3,1.75,1650,47.6636,-122.319
5,2.5,2880,47.4332,-122.144
4,2.5,1870,47.4334,-122.148
6,4.5,3902,47.5837,-122.399
1,1.0,680,47.5832,-122.399
3,1.0,960,47.238,-122.039
3,1.75,1320,47.3257,-122.296
3,2.0,1680,47.3248,-122.179
4,1.5,1890,47.3267,-122.166
3,1.75,1310,47.3156,-122.186
1,1.0,870,47.4152,-122.3
4,1.75,1400,47.4153,-122.184
3,2.0,2140,47.4066,-122.169
6,4.25,5480,47.412,-122.168
2,1.0,1550,47.407,-122.045
3,2.0,2590,47.4088,-122.055
3,1.0,1560,47.7261,-122.364
3,1.75,2310,47.7266,-122.363
2,1.0,1430,47.7256,-122.361
3,2.5,2580,47.7259,-122.361
3,1.75,1850,47.7241,-122.363
2,1.0,1020,47.499,-122.301
4,2.5,2040,47.4991,-122.299
4,1.0,1280,47.4989,-122.302
3,1.0,1490,47.4901,-122.303
2,1.0,1390,47.4969,-122.3
5,4.0,2900,47.5003,-122.306
4,2.5,2720,47.4917,-122.17
2,1.0,820,47.7256,-122.361
4,2.0,2350,47.583,-122.17
3,2.0,1160,47.585,-122.051
4,2.0,1480,47.5849,-122.051
4,2.75,2710,47.5836,-122.046
3,1.75,2000,47.5882,-122.052
4,2.0,1490,47.6744,-122.301
2,2.0,1270,47.6694,-122.298
4,1.5,2220,47.6734,-122.185
3,2.5,2110,47.6743,-122.184
3,1.5,1750,47.6736,-122.176
3,2.0,2370,47.6734,-122.176
4,2.75,3270,47.6679,-122.172
4,3.75,4260,47.6739,-122.172
3,2.0,1770,47.6642,-122.173
3,2.5,2400,47.6734,-122.173
4,2.5,2910,47.6659,-122.172
4,2.5,3540,47.6749,-122.176
4,3.25,2840,47.6707,-122.045
5,3.75,3500,47.6745,-122.054
3,2.5,3030,47.664,-122.041
3,1.75,1760,47.6735,-122.041
3,1.0,1610,47.6718,-122.044
4,2.0,3090,47.6748,-122.049
2,1.75,3050,47.6744,-122.05
4,2.5,2350,47.7545,-122.047
3,1.5,2060,47.7503,-122.051
4,3.0,3590,47.7557,-122.036
4,2.5,2870,47.7568,-122.05
4,3.25,4060,47.7615,-122.041
4,2.5,2090,47.7266,-122.175
3,1.75,1800,47.7165,-122.361
4,2.75,4030,47.7168,-122.365
3,1.75,1570,47.7166,-122.365
4,1.5,2000,47.3708,-122.311
3,3.0,2390,47.4545,-122.336
4,1.5,1370,47.4224,-122.289
4,1.0,1280,47.4215,-122.289
3,1.5,1170,47.4211,-122.29
3,1.5,1170,47.4211,-122.29
3,1.0,1100,47.5697,-121.898
2,1.0,1000,47.5687,-121.899
2,1.0,900,47.6918,-122.361
2,1.0,910,47.6916,-122.362
3,1.0,1500,47.5677,-122.376
3,1.5,1540,47.5678,-122.378
4,2.5,2420,47.5671,-122.378
3,1.5,1670,47.5671,-122.379
2,1.0,990,47.5677,-122.38
3,1.75,1440,47.567,-122.38
4,1.75,2170,47.5668,-122.383
4,1.5,1330,47.5681,-122.384
4,1.75,1630,47.5674,-122.384
